PARTICLE DATA
-------------
DATA CARDS MUST START IMMEDIATELY AFTER $PRBEG CARD
READING STOPS WHEN CARD WITH ISA ID = 9999 IS FOUND
READING FORMAT: (2I8,2X,A8,F6.2,3F11.5,F14.5)
UNDEFINED MASSES OF HADRONS (I.E. LEFT BLANK) ARE SET EQUAL TO:
      SUM OF QUARK MASSES -.03 + .04*JSPIN
 
  ISA ID  PDG ID  LABEL   CHARGE       MASS      WIDTH      W-CUT   C*LIFET(MM)
 
$PRBEG
    3401    4303  SC1.       .33                .00000     .00000        .00000
   -3401   -4303  ASC1.     -.33                .00000     .00000        .00000
    4401    4403  CC1.      1.33                .00000     .00000        .00000
   -4401   -4403  ACC1.    -1.33                .00000     .00000        .00000
    1501    5203  UB1.       .33                .00000     .00000        .00000
   -1501   -5203  AUB1.     -.33                .00000     .00000        .00000
    2501    5103  DB1.      -.67                .00000     .00000        .00000
   -2501   -5103  ADB1.      .67                .00000     .00000        .00000
    3501    5303  SB1.      -.67                .00000     .00000        .00000
   -3501   -5303  ASB1.      .67                .00000     .00000        .00000
    4501    5403  CB1.       .33                .00000     .00000        .00000
   -4501   -5403  ACB1.     -.33                .00000     .00000        .00000
    5501    5503  BB1.      -.67                .00000     .00000        .00000
   -5501   -5503  ABB1.      .67                .00000     .00000        .00000
    1601    6203  UT1.      1.33                .00000     .00000        .00000
   -1601   -6203  AUT1.    -1.33                .00000     .00000        .00000
    2601    6103  DT1.       .33                .00000     .00000        .00000
   -2601   -6103  ADT1.     -.33                .00000     .00000        .00000
    3601    6303  ST1.       .33                .00000     .00000        .00000
   -3601   -6303  AST1.     -.33                .00000     .00000        .00000
    4601    6403  CT1.      1.33                .00000     .00000        .00000
   -4601   -6403  CT1.     -1.33                .00000     .00000        .00000
    5601    6503  BT1.       .33                .00000     .00000        .00000
   -5601   -6503  ABT1.     -.33                .00000     .00000        .00000
    6601    6603  TT1.      1.33                .00000     .00000        .00000
   -6601   -6603  ATT1.    -1.33                .00000     .00000        .00000
    9999
 
 
+DECK,DECAY. Last rev. 7 SEP 1990
PARTICLE DECAYS
---------------
DATA CARDS MUST START IMMEDIATELY AFTER $DCBEG CARD
READING STOPS WHEN 1ST ENTRY IN CARD IS 0
LIST DIRECTED FORMAT
 
MOTHER  ME        BR      DECAY PRODUCTS  (ISAJET ID'S)
 
$DCBEG
     6,  1,   .11110,    11,   -12,     5,     0,     0/
     6,  1,   .11110,    13,   -14,     5,     0,     0/
     6,  1,   .11120,    15,   -16,     5,     0,     0/
     6,  1,   .33330,     1,    -2,     5,     0,     0/
     6,  1,   .33330,     4,    -3,     5,     0,     0/
    16,  1,   .17700,    12,   -11,    15,     0,     0/
    16,  1,   .17700,    14,   -13,    15,     0,     0/
    16,  4,   .10800,    15,  -120,     0,     0,     0/
    16,  4,   .22500,    15,  -121,     0,     0,     0/
    16,  4,   .00300,    15,  -120,   110,     0,     0/
    16,  4,   .06000,    15,  -121,   110,     0,     0/
    16,  4,   .02000,    15,  -120,   110,   110,     0/
    16,  4,   .02500,    15,  -121,   110,   110,     0/
    16,  4,   .01300,    15,  -120,   110,   110,   110/
    16,  4,   .00400,    15,  -120,    20,     0,     0/
    16,  4,   .00400,    15,  -120,   -20,     0,     0/
    16,  4,   .00700,    15,  -130,     0,     0,     0/
    16,  4,   .01400,    15,  -131,     0,     0,     0/
    16,  4,   .00200,    15,  -130,   110,     0,     0/
    16,  4,   .00200,    15,  -131,   110,     0,     0/
    16,  4,   .00100,    15,  -130,    20,     0,     0/
    16,  4,   .00100,    15,  -130,   -20,     0,     0/
    16,  4,   .05400,    15,  -120,   111,     0,     0/
    16,  4,   .01400,    15,  -120,   120,  -120,     0/
    16,  4,   .01600,    15,  -120,   221,     0,     0/
    16,  4,   .00500,    15,  -120,   220,     0,     0/
    16,  4,   .01200,    15,  -121,   111,     0,     0/
    16,  4,   .01200,    15,  -120,   111,   110,     0/
    16,  4,   .00600,    15,  -121,   120,  -120,     0/
    16,  4,   .00600,    15,  -120,   120,  -120,   110/
    16,  4,   .00600,    15,  -121,   221,     0,     0/
    16,  4,   .00600,    15,  -120,   221,   110,     0/
    16,  4,   .00600,    15,  -121,   220,     0,     0/
    16,  4,   .00200,    15,  -120,   220,   110,     0/
    16,  4,   .00100,    15,  -121,   111,   110,     0/
    16,  4,   .00100,    15,  -120,   111,   111,     0/
    16,  4,   .00200,    15,  -120,   220,   220,     0/
    16,  4,   .00200,    15,  -120,   111,   110,   110/
    16,  4,   .00200,    15,  -120,   121,  -121,     0/
    16,  4,   .00200,    15,  -120,   121,  -120,   110/
    16,  4,   .00200,    15,  -120,  -121,   120,   110/
    20,  0,   .68600,   120,  -120,     0,     0,     0/
    20,  0,   .31400,   110,   110,     0,     0,     0/
   -20,  0,   .21700,   110,   110,   110,     0,     0/
   -20,  0,   .12400,  -120,   120,   110,     0,     0/
   -20,  1,   .19300,   -12,    11,  -120,     0,     0/
   -20,  1,   .19300,    12,   -11,   120,     0,     0/
   -20,  1,   .13500,   -14,    13,  -120,     0,     0/
   -20,  1,   .13500,    14,   -13,   120,     0,     0/
   -20,  0,   .00200,  -120,   120,     0,     0,     0/
   -20,  0,   .00100,   110,   110,     0,     0,     0/
    80,  0,   .00000,    11,   -12,     0,     0,     0/
    80,  0,   .00000,    13,   -14,     0,     0,     0/
    80,  0,   .00000,    15,   -16,     0,     0,     0/
    80,  0,   .00000,     1,    -2,     0,     0,     0/
    80,  0,   .00000,     1,    -3,     0,     0,     0/
    80,  0,   .00000,     4,    -2,     0,     0,     0/
    80,  0,   .00000,     4,    -3,     0,     0,     0/
    80,  0,   .00000,     6,    -5,     0,     0,     0/
    90,  0,   .00000,    12,   -12,     0,     0,     0/
    90,  0,   .00000,    14,   -14,     0,     0,     0/
    90,  0,   .00000,    16,   -16,     0,     0,     0/
    90,  0,   .00000,    11,   -11,     0,     0,     0/
    90,  0,   .00000,    13,   -13,     0,     0,     0/
    90,  0,   .00000,    15,   -15,     0,     0,     0/
    90,  0,   .00000,     1,    -1,     0,     0,     0/
    90,  0,   .00000,     2,    -2,     0,     0,     0/
    90,  0,   .00000,     3,    -3,     0,     0,     0/
    90,  0,   .00000,     4,    -4,     0,     0,     0/
    90,  0,   .00000,     5,    -5,     0,     0,     0/
    90,  0,   .00000,     6,    -6,     0,     0,     0/
   110,  0,   .98800,    10,    10,     0,     0,     0/
   110,  3,   .01200,    10,    12,   -12,     0,     0/
   120,  0,  1.00000,   -14,    13,     0,     0,     0/
   220,  0,   .38900,    10,    10,     0,     0,     0/
   220,  0,   .31900,   110,   110,   110,     0,     0/
   220,  0,   .23700,   120,  -120,   110,     0,     0/
   220,  0,   .04900,    10,   120,  -120,     0,     0/
   220,  3,   .00500,    10,    12,   -12,     0,     0/
   220,  0,   .00100,   120,  -120,    12,   -12,     0/
   130,  0,   .63500,   -14,    13,     0,     0,     0/
   130,  0,   .21200,   120,   110,     0,     0,     0/
   130,  0,   .05600,   120,   120,  -120,     0,     0/
   130,  0,   .01700,   120,   110,   110,     0,     0/
   130,  0,   .04800,    11,   -12,   110,     0,     0/
   130,  0,   .03200,    13,   -14,   110,     0,     0/
   230,  0,   .50000,   -20,     0,     0,     0,     0/
   230,  0,   .50000,    20,     0,     0,     0,     0/
   330,  0,   .44100,   120,  -120,   220,     0,     0/
   330,  0,   .20500,   110,   110,   220,     0,     0/
   330,  0,   .30100,    10,   111,     0,     0,     0/
   330,  0,   .03000,    10,   221,     0,     0,     0/
   330,  0,   .02200,    10,    10,     0,     0,     0/
   330,  0,   .00100,   110,   110,   110,     0,     0/
   140,  1,   .01500,   -11,    12,   130,     0,     0/
   140,  1,   .02000,   -11,    12,   131,     0,     0/
   140,  1,   .01000,   -11,    12,   230,   120,     0/
   140,  1,   .01000,   -11,    12,   130,   110,     0/
   140,  1,   .00400,   -11,    12,   230,   120,   110/
   140,  1,   .00400,   -11,    12,   130,  -120,   120/
   140,  1,   .00400,   -11,    12,   130,   110,   110/
   140,  1,   .00200,   -11,    12,   120,     0,     0/
   140,  1,   .00200,   -11,    12,   121,     0,     0/
   140,  1,   .00200,   -11,    12,   120,   110,     0/
   140,  1,   .00200,   -11,    12,   120,   110,   110/
   140,  1,   .00200,   -11,    12,  -120,   120,   120/
   140,  1,   .01500,   -13,    14,   130,     0,     0/
   140,  1,   .02000,   -13,    14,   131,     0,     0/
   140,  1,   .01000,   -13,    14,   230,   120,     0/
   140,  1,   .01000,   -13,    14,   130,   110,     0/
   140,  1,   .00400,   -13,    14,   230,   120,   110/
   140,  1,   .00400,   -13,    14,   130,  -120,   120/
   140,  1,   .00400,   -13,    14,   130,   110,   110/
   140,  1,   .00200,   -13,    14,   120,     0,     0/
   140,  1,   .00200,   -13,    14,   121,     0,     0/
   140,  1,   .00200,   -13,    14,   120,   110,     0/
   140,  1,   .00200,   -13,    14,   120,   110,   110/
   140,  1,   .00200,   -13,    14,  -120,   120,   120/
   140,  0,   .03800,   130,  -120,     0,     0,     0/
   140,  0,   .04800,   131,  -120,     0,     0,     0/
   140,  0,   .08200,   130,  -121,     0,     0,     0/
   140,  0,   .06000,   131,  -121,     0,     0,     0/
   140,  0,   .02800,   230,   110,     0,     0,     0/
   140,  0,   .02100,   231,   110,     0,     0,     0/
   140,  0,   .00500,   230,   220,     0,     0,     0/
   140,  0,   .00500,   231,   220,     0,     0,     0/
   140,  0,   .00200,   230,   330,     0,     0,     0/
   140,  0,   .00200,   231,   330,     0,     0,     0/
   140,  0,   .00500,   230,   111,     0,     0,     0/
   140,  0,   .01800,   231,   111,     0,     0,     0/
   140,  0,   .00500,   230,   221,     0,     0,     0/
   140,  0,   .01000,   231,   221,     0,     0,     0/
   140,  0,   .00800,   230,   331,     0,     0,     0/
   140,  0,   .00500,   130,  -130,     0,     0,     0/
   140,  0,   .00400,   131,  -130,     0,     0,     0/
   140,  0,   .00400,   130,  -131,     0,     0,     0/
   140,  0,   .00400,   131,  -131,     0,     0,     0/
   140,  0,   .00100,  -120,   120,     0,     0,     0/
   140,  0,   .00300,  -121,   120,     0,     0,     0/
   140,  0,   .00300,  -120,   121,     0,     0,     0/
   140,  0,   .00300,  -121,   121,     0,     0,     0/
   140,  0,   .00100,   110,   110,     0,     0,     0/
   140,  0,   .00200,   220,   110,     0,     0,     0/
   140,  0,   .00200,   330,   110,     0,     0,     0/
   140,  0,   .00300,   111,   110,     0,     0,     0/
   140,  0,   .00200,   221,   110,     0,     0,     0/
   140,  0,   .00200,   331,   110,     0,     0,     0/
   140,  0,   .00100,   220,   220,     0,     0,     0/
   140,  0,   .00100,   330,   220,     0,     0,     0/
   140,  0,   .00200,   111,   220,     0,     0,     0/
   140,  0,   .00100,   221,   220,     0,     0,     0/
   140,  0,   .00200,   111,   330,     0,     0,     0/
   140,  0,   .00100,   221,   330,     0,     0,     0/
   140,  0,   .00500,   111,   111,     0,     0,     0/
   140,  0,   .00300,   221,   111,     0,     0,     0/
   140,  0,   .00300,   331,   111,     0,     0,     0/
   140,  0,   .00300,   221,   221,     0,     0,     0/
   140,  0,   .00300,   331,   221,     0,     0,     0/
   140,  0,   .00100,  -130,   120,     0,     0,     0/
   140,  0,   .00200,  -131,   120,     0,     0,     0/
   140,  0,   .00200,  -130,   121,     0,     0,     0/
   140,  0,   .00300,  -131,   121,     0,     0,     0/
   140,  0,   .00100,  -230,   111,     0,     0,     0/
   140,  0,   .00100,  -231,   110,     0,     0,     0/
   140,  0,   .03200,   130,  -120,   110,     0,     0/
   140,  0,   .03000,   131,  -120,   110,     0,     0/
   140,  0,   .05800,   130,  -121,   110,     0,     0/
   140,  0,   .05500,   130,  -120,   111,     0,     0/
   140,  0,   .00300,   130,  -120,   220,     0,     0/
   140,  0,   .00300,   131,  -120,   220,     0,     0/
   140,  0,   .00300,   130,  -120,   330,     0,     0/
   140,  0,   .01000,   130,  -120,   221,     0,     0/
   140,  0,   .01000,   131,  -120,   221,     0,     0/
   140,  0,   .01100,   130,  -130,   230,     0,     0/
   140,  0,   .01900,   230,  -120,   120,     0,     0/
   140,  0,   .00500,   231,  -120,   120,     0,     0/
   140,  0,   .00500,   230,  -121,   120,     0,     0/
   140,  0,   .00500,   230,  -120,   121,     0,     0/
   140,  0,   .00500,   230,   110,   110,     0,     0/
   140,  0,   .01500,   231,   110,   110,     0,     0/
   140,  0,   .00500,   230,   111,   110,     0,     0/
   140,  0,   .00500,   230,   221,   110,     0,     0/
   140,  0,   .00500,   231,   221,   110,     0,     0/
   140,  0,   .00200,   130,  -130,   110,     0,     0/
   140,  0,   .00200,   131,  -130,   110,     0,     0/
   140,  0,   .00200,   130,  -131,   110,     0,     0/
   140,  0,   .00200,   130,  -130,   111,     0,     0/
   140,  0,   .00200,   130,  -230,  -120,     0,     0/
   140,  0,   .00200,   131,  -230,  -120,     0,     0/
   140,  0,   .00200,   130,  -231,  -120,     0,     0/
   140,  0,   .00200,   130,  -230,  -121,     0,     0/
   140,  0,   .00100,   230,  -230,   110,     0,     0/
   140,  0,   .00100,   331,   110,   110,     0,     0/
   140,  0,   .00100,   331,  -120,   120,     0,     0/
   140,  0,   .00200,  -120,   120,   110,     0,     0/
   140,  0,   .00100,  -121,   120,   110,     0,     0/
   140,  0,   .00100,  -120,   121,   110,     0,     0/
   140,  0,   .00300,  -120,   120,   111,     0,     0/
   140,  0,   .00100,  -121,   121,   110,     0,     0/
   140,  0,   .00100,  -121,   120,   111,     0,     0/
   140,  0,   .00100,  -120,   121,   111,     0,     0/
   140,  0,   .00100,  -120,   120,   220,     0,     0/
   140,  0,   .00100,  -120,   120,   330,     0,     0/
   140,  0,   .00100,  -120,   120,   221,     0,     0/
   140,  0,   .00100,   110,   110,   110,     0,     0/
   140,  0,   .00100,   110,   110,   220,     0,     0/
   140,  0,   .00100,   110,   110,   330,     0,     0/
   140,  0,   .00100,   110,   110,   111,     0,     0/
   140,  0,   .00100,   110,   110,   221,     0,     0/
   140,  0,   .00100,   110,   111,   111,     0,     0/
   140,  0,   .00100,   110,   111,   221,     0,     0/
   140,  0,   .00100,   110,   221,   221,     0,     0/
   140,  0,   .00100,   110,   111,   220,     0,     0/
   140,  0,   .00100,   110,   221,   220,     0,     0/
   140,  0,   .01900,   130,  -120,   110,   110,     0/
   140,  0,   .00300,   131,  -120,   110,   110,     0/
   140,  0,   .00300,   130,  -121,   110,   110,     0/
   140,  0,   .00200,   130,  -120,   220,   110,     0/
   140,  0,   .00500,   130,  -120,   111,   110,     0/
   140,  0,   .00400,   130,  -120,   221,   110,     0/
   140,  0,   .00800,   130,  -120,  -120,   120,     0/
   140,  0,   .00300,   131,  -120,  -120,   120,     0/
   140,  0,   .00600,   130,  -121,  -120,   120,     0/
   140,  0,   .00300,   130,  -120,  -120,   121,     0/
   140,  0,   .01000,   230,  -120,   120,   110,     0/
   140,  0,   .00200,   231,  -120,   120,   110,     0/
   140,  0,   .00200,   230,  -121,   120,   110,     0/
   140,  0,   .00200,   230,  -120,   121,   110,     0/
   140,  0,   .00200,   230,  -120,   120,   111,     0/
   140,  0,   .00200,   230,   110,   110,   110,     0/
   140,  0,   .00100,   231,   110,   110,   110,     0/
   140,  0,   .00100,   230,   220,   110,   110,     0/
   140,  0,   .00200,   230,   111,   110,   110,     0/
   140,  0,   .00200,   230,   221,   110,   110,     0/
   140,  0,   .00100,   230,  -130,   130,   110,     0/
   140,  0,   .00100,   130,  -130,  -120,   120,     0/
   140,  0,   .00100,   131,  -130,  -120,   120,     0/
   140,  0,   .00100,   130,  -131,  -120,   120,     0/
   140,  0,   .00100,   130,  -130,   110,   110,     0/
   140,  0,   .00100,   131,  -130,   110,   110,     0/
   140,  0,   .00100,   130,  -131,   110,   110,     0/
   140,  0,   .00100,   231,  -230,  -120,   120,     0/
   140,  0,   .00100,   230,  -231,  -120,   120,     0/
   140,  0,   .00100,   231,  -230,   110,   110,     0/
   140,  0,   .00100,   230,  -231,   110,   110,     0/
   140,  0,   .00200,  -120,  -120,   120,   120,     0/
   140,  0,   .00100,  -121,  -120,   120,   120,     0/
   140,  0,   .00100,  -120,  -120,   121,   120,     0/
   140,  0,   .00100,  -120,   120,   110,   110,     0/
   140,  0,   .00100,  -121,   120,   110,   110,     0/
   140,  0,   .00100,  -120,   121,   110,   110,     0/
   140,  0,   .00100,  -120,   120,   220,   110,     0/
   140,  0,   .00100,  -120,   120,   111,   110,     0/
   140,  0,   .00100,  -120,   120,   221,   110,     0/
   140,  0,   .00100,   110,   110,   110,   110,     0/
   140,  0,   .00100,   220,   110,   110,   110,     0/
   140,  0,   .00100,   111,   110,   110,   110,     0/
   140,  0,   .00100,   221,   110,   110,   110,     0/
   140,  0,   .00100,   111,   111,   110,   110,     0/
   140,  0,   .00100,   221,   111,   110,   110,     0/
   240,  1,   .03500,   -11,    12,   230,     0,     0/
   240,  1,   .03000,   -11,    12,   231,     0,     0/
   240,  1,   .01500,   -11,    12,   230,   110,     0/
   240,  1,   .01500,   -11,    12,   130,  -120,     0/
   240,  1,   .04400,   -11,    12,   130,  -120,   110/
   240,  1,   .02200,   -11,    12,   230,  -120,   120/
   240,  1,   .02200,   -11,    12,   230,   110,   110/
   240,  1,   .00100,   -11,    12,   110,     0,     0/
   240,  1,   .00100,   -11,    12,   220,     0,     0/
   240,  1,   .00100,   -11,    12,   330,     0,     0/
   240,  1,   .00100,   -11,    12,   111,     0,     0/
   240,  1,   .00100,   -11,    12,   221,     0,     0/
   240,  1,   .00100,   -11,    12,  -120,   120,     0/
   240,  1,   .00100,   -11,    12,   110,   110,     0/
   240,  1,   .00100,   -11,    12,  -120,   120,   110/
   240,  1,   .00100,   -11,    12,   110,   110,   110/
   240,  1,   .03500,   -13,    14,   230,     0,     0/
   240,  1,   .03000,   -13,    14,   231,     0,     0/
   240,  1,   .01500,   -13,    14,   230,   110,     0/
   240,  1,   .01500,   -13,    14,   130,  -120,     0/
   240,  1,   .04400,   -13,    14,   130,  -120,   110/
   240,  1,   .02200,   -13,    14,   230,  -120,   120/
   240,  1,   .02200,   -13,    14,   230,   110,   110/
   240,  1,   .00100,   -13,    14,   110,     0,     0/
   240,  1,   .00100,   -13,    14,   220,     0,     0/
   240,  1,   .00100,   -13,    14,   330,     0,     0/
   240,  1,   .00100,   -13,    14,   111,     0,     0/
   240,  1,   .00100,   -13,    14,   221,     0,     0/
   240,  1,   .00100,   -13,    14,  -120,   120,     0/
   240,  1,   .00100,   -13,    14,   110,   110,     0/
   240,  1,   .00100,   -13,    14,  -120,   120,   110/
   240,  1,   .00100,   -13,    14,   110,   110,   110/
   240,  0,   .02800,   230,  -120,     0,     0,     0/
   240,  0,   .01700,   231,  -120,     0,     0,     0/
   240,  0,   .06600,   230,  -121,     0,     0,     0/
   240,  0,   .02000,   231,  -121,     0,     0,     0/
   240,  0,   .00800,   230,  -130,     0,     0,     0/
   240,  0,   .00600,   231,  -130,     0,     0,     0/
   240,  0,   .00600,   230,  -131,     0,     0,     0/
   240,  0,   .00300,   231,  -131,     0,     0,     0/
   240,  0,   .00100,   110,  -120,     0,     0,     0/
   240,  0,   .00200,   110,  -121,     0,     0,     0/
   240,  0,   .00200,   220,  -120,     0,     0,     0/
   240,  0,   .00300,   220,  -121,     0,     0,     0/
   240,  0,   .00100,   330,  -120,     0,     0,     0/
   240,  0,   .00200,   330,  -121,     0,     0,     0/
   240,  0,   .00200,   111,  -120,     0,     0,     0/
   240,  0,   .00500,   111,  -121,     0,     0,     0/
   240,  0,   .00200,   221,  -120,     0,     0,     0/
   240,  0,   .00500,   221,  -121,     0,     0,     0/
   240,  0,   .00600,   331,  -120,     0,     0,     0/
   240,  0,   .00400,   331,  -121,     0,     0,     0/
   240,  0,   .01200,   230,  -120,   110,     0,     0/
   240,  0,   .00500,   231,  -120,   110,     0,     0/
   240,  0,   .00500,   230,  -121,   110,     0,     0/
   240,  0,   .00800,   230,  -120,   220,     0,     0/
   240,  0,   .00500,   231,  -120,   220,     0,     0/
   240,  0,   .00500,   230,  -120,   330,     0,     0/
   240,  0,   .03700,   230,  -120,   111,     0,     0/
   240,  0,   .00400,   230,  -120,   221,     0,     0/
   240,  0,   .07800,   130,  -120,  -120,     0,     0/
   240,  0,   .01000,   131,  -120,  -120,     0,     0/
   240,  0,   .01000,   130,  -121,  -120,     0,     0/
   240,  0,   .00100,  -120,  -120,   120,     0,     0/
   240,  0,   .00100,  -120,   110,   110,     0,     0/
   240,  0,   .00200,  -121,  -120,   120,     0,     0/
   240,  0,   .00200,  -121,   110,   110,     0,     0/
   240,  0,   .00200,   121,  -120,  -120,     0,     0/
   240,  0,   .00300,   111,  -120,   110,     0,     0/
   240,  0,   .00200,  -121,   121,  -120,     0,     0/
   240,  0,   .00200,  -121,  -121,   120,     0,     0/
   240,  0,   .00200,  -121,   111,   110,     0,     0/
   240,  0,   .00200,  -120,   111,   111,     0,     0/
   240,  0,   .00200,  -120,   221,   110,     0,     0/
   240,  0,   .00200,  -120,   111,   221,     0,     0/
   240,  0,   .00200,  -121,   111,   110,     0,     0/
   240,  0,   .00200,  -121,   220,   110,     0,     0/
   240,  0,   .00500,   230,  -130,   230,     0,     0/
   240,  0,   .00400,   230,  -230,  -120,     0,     0/
   240,  0,   .00400,   231,  -230,  -120,     0,     0/
   240,  0,   .00400,   130,  -130,  -120,     0,     0/
   240,  0,   .00400,   230,  -231,  -120,     0,     0/
   240,  0,   .01500,   230,  -120,   110,   110,     0/
   240,  0,   .00500,   231,  -120,   110,   110,     0/
   240,  0,   .02700,   230,  -120,  -120,   120,     0/
   240,  0,   .00500,   231,  -120,  -120,   120,     0/
   240,  0,   .00500,   230,  -121,   110,   110,     0/
   240,  0,   .00700,   230,   111,  -120,   110,     0/
   240,  0,   .01400,   230,  -121,  -120,   120,     0/
   240,  0,   .00700,   230,   121,  -120,  -120,     0/
   240,  0,   .02000,   130,  -120,  -120,   110,     0/
   240,  0,   .00800,   131,  -120,  -120,   110,     0/
   240,  0,   .01200,   130,  -121,  -120,   110,     0/
   240,  0,   .01500,   130,   111,  -120,  -120,     0/
   240,  0,   .00200,  -120,   110,   110,   110,     0/
   240,  0,   .00200,  -120,   220,   110,   110,     0/
   240,  0,   .00200,  -120,   330,   110,   110,     0/
   240,  0,   .00200,  -121,   110,   110,   110,     0/
   240,  0,   .00200,  -120,   111,   110,   110,     0/
   240,  0,   .00200,  -120,   221,   110,   110,     0/
   240,  0,   .00200,  -121,   111,   110,   110,     0/
   240,  0,   .00200,  -120,   111,   111,   110,     0/
   240,  0,   .00200,  -120,   111,   220,   110,     0/
   240,  0,   .00200,  -120,   111,   221,   110,     0/
   240,  0,   .00200,  -120,   221,   221,   110,     0/
   240,  0,   .00400,  -120,  -120,   120,   110,     0/
   240,  0,   .00400,  -121,  -120,   120,   110,     0/
   240,  0,   .00400,  -120,  -120,   121,   110,     0/
   240,  0,   .00200,  -120,  -120,   120,   220,     0/
   240,  0,   .00400,  -120,  -120,   120,   111,     0/
   240,  0,   .00200,  -120,  -120,   120,   221,     0/
   240,  0,   .00200,  -121,  -121,   120,   110,     0/
   240,  0,   .00200,  -121,  -120,   121,   110,     0/
   240,  0,   .00200,  -121,  -120,   120,   111,     0/
   240,  0,   .00200,  -120,  -120,   121,   111,     0/
   240,  0,   .00200,  -121,  -120,   120,   221,     0/
   240,  0,   .00400,  -130,   130,  -120,   110,     0/
   240,  0,   .00400,  -230,   230,  -120,   110,     0/
   340,  1,   .01500,   -11,    12,   220,     0,     0/
   340,  1,   .01500,   -11,    12,   330,     0,     0/
   340,  1,   .01700,   -11,    12,   331,     0,     0/
   340,  1,   .01500,   -11,    12,  -130,   130,     0/
   340,  1,   .01500,   -11,    12,  -230,   230,     0/
   340,  1,   .01500,   -13,    14,   220,     0,     0/
   340,  1,   .01500,   -13,    14,   330,     0,     0/
   340,  1,   .01700,   -13,    14,   331,     0,     0/
   340,  1,   .01500,   -13,    14,  -130,   130,     0/
   340,  1,   .01500,   -13,    14,  -230,   230,     0/
   340,  0,   .01000,   -15,    16,     0,     0,     0/
   340,  0,   .01500,   220,  -120,     0,     0,     0/
   340,  0,   .02500,   330,  -120,     0,     0,     0/
   340,  0,   .08000,   331,  -120,     0,     0,     0/
   340,  0,   .02500,   220,  -121,     0,     0,     0/
   340,  0,   .02500,   330,  -121,     0,     0,     0/
   340,  0,   .04000,   331,  -121,     0,     0,     0/
   340,  0,   .00100,  -120,   110,     0,     0,     0/
   340,  0,   .00500,  -121,   110,     0,     0,     0/
   340,  0,   .00500,  -120,   111,     0,     0,     0/
   340,  0,   .02000,  -121,   111,     0,     0,     0/
   340,  0,   .04000,  -130,   230,     0,     0,     0/
   340,  0,   .08000,  -131,   230,     0,     0,     0/
   340,  0,   .08000,  -130,   231,     0,     0,     0/
   340,  0,   .04000,  -131,   231,     0,     0,     0/
   340,  0,   .01000, -1120,  1220,     0,     0,     0/
   340,  0,   .00500,   220,  -130,     0,     0,     0/
   340,  0,   .00500,   330,  -130,     0,     0,     0/
   340,  0,   .00500,   331,  -130,     0,     0,     0/
   340,  0,   .00500,   220,  -131,     0,     0,     0/
   340,  0,   .02000,  -130,   130,  -120,     0,     0/
   340,  0,   .02000,  -230,   230,  -120,     0,     0/
   340,  0,   .02000,  -130,   230,   110,     0,     0/
   340,  0,   .12000,   220,  -120,   110,     0,     0/
   340,  0,   .03000,   330,  -120,   110,     0,     0/
   340,  0,   .07500,   331,  -120,   110,     0,     0/
   340,  0,   .04000,   331,  -120,  -120,   120,     0/
   150,  1,   .01600,   -12,    11,   140,     0,     0/
   150,  1,   .04100,   -12,    11,   141,     0,     0/
   150,  1,   .02125,   -12,    11,   141,   110,     0/
   150,  1,   .02125,   -12,    11,   241,   120,     0/
   150,  1,   .00010,   -12,    11,   110,     0,     0/
   150,  1,   .00040,   -12,    11,   111,     0,     0/
   150,  1,   .01600,   -14,    13,   140,     0,     0/
   150,  1,   .04100,   -14,    13,   141,     0,     0/
   150,  1,   .02125,   -14,    13,   141,   110,     0/
   150,  1,   .02125,   -14,    13,   241,   120,     0/
   150,  1,   .00010,   -14,    13,   110,     0,     0/
   150,  1,   .00040,   -14,    13,   111,     0,     0/
   150,  1,   .01500,   -16,    15,   140,     0,     0/
   150,  1,   .01500,   -16,    15,   141,     0,     0/
   150,  0,   .67000,    -2,     1,     1,    -4,     0/
   150,  0,   .06600,    -3,     4,     1,    -4,     0/
   150,  0,   .01100,   441,     1,    -3,     0,     0/
   150,  0,   .02300,   331,     1,    -3,     0,     0/
   250,  1,   .01800,   -12,    11,   240,     0,     0/
   250,  1,   .04600,   -12,    11,   241,     0,     0/
   250,  1,   .01750,   -12,    11,   241,   110,     0/
   250,  1,   .01750,   -12,    11,   141,  -120,     0/
   250,  1,   .00020,   -12,    11,  -120,     0,     0/
   250,  1,   .00080,   -12,    11,  -121,     0,     0/
   250,  1,   .01800,   -14,    13,   240,     0,     0/
   250,  1,   .04600,   -14,    13,   241,     0,     0/
   250,  1,   .01750,   -14,    13,   241,   110,     0/
   250,  1,   .01750,   -14,    13,   141,  -120,     0/
   250,  1,   .00020,   -14,    13,  -120,     0,     0/
   250,  1,   .00080,   -14,    13,  -121,     0,     0/
   250,  1,   .01500,   -16,    15,   240,     0,     0/
   250,  1,   .01500,   -16,    15,   241,     0,     0/
   250,  0,   .67000,    -2,     1,     2,    -4,     0/
   250,  0,   .06600,    -3,     4,     2,    -4,     0/
   250,  0,   .01100,   441,     2,    -3,     0,     0/
   250,  0,   .02300,   331,     2,    -3,     0,     0/
   350,  1,   .01800,   -12,    11,   340,     0,     0/
   350,  1,   .04600,   -12,    11,   341,     0,     0/
   350,  1,   .01750,   -12,    11,   341,   110,     0/
   350,  1,   .01750,   -12,    11,   141,  -130,     0/
   350,  1,   .00020,   -12,    11,  -130,     0,     0/
